Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
KEN,01/01/1998,31/12/1998,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1998,1998,US$,66.8643,Fc
KEN,01/01/1999,31/12/1999,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1999,1999,US$,61.3178,Fc
KEN,01/01/2000,31/12/2000,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2000,2000,US$,59.8006,Fc
KEN,01/01/2001,31/12/2001,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,US$,59.0835,Fc
KEN,01/01/2002,31/12/2002,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,US$,60.4751,Fc
KEN,01/01/2003,31/12/2003,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,US$,68.4726,Fc
KEN,01/01/2004,31/12/2004,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,US$,70.7219,Fc
KEN,01/01/2005,31/12/2005,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,US$,74.0916,Fc
KEN,01/01/2006,31/12/2006,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,US$,76.5966,Fc
KEN,01/01/2007,31/12/2007,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,US$,95.3269,Fc
KEN,01/01/2008,31/12/2008,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,US$,89.649,Fc
KEN,01/01/2009,31/12/2009,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,US$,82.4757,Fc
KEN,01/01/2010,31/12/2010,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,US$,85.9529,Fc
KEN,01/01/2011,31/12/2011,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,US$,86.3497,Fc
KEN,01/01/2012,31/12/2012,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,US$,95.676,Fc
KEN,01/01/2013,31/12/2013,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,US$,99.8579,Fc
KEN,01/01/2014,31/12/2014,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,US$,108.3078,Fc
KEN,01/01/2015,31/12/2015,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,US$,100,Fc
KEN,01/01/2016,31/12/2016,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,US$,97.324,Fc
KEN,01/01/2017,31/12/2017,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,US$,101.3723,Fc
KEN,01/01/2018,31/12/2018,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,US$,109.797,Fc
KEN,01/01/2019,31/12/2019,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,US$,113.1066,Fc
KEN,01/01/2020,31/12/2020,114,Kenya,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,US$,113.4368,Fc
KEN,01/01/1970,31/12/1970,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1970,1970,LCU,1.2096,Fc
KEN,01/01/1971,31/12/1971,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1971,1971,LCU,1.2373,Fc
KEN,01/01/1972,31/12/1972,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1972,1972,LCU,1.3518,Fc
KEN,01/01/1973,31/12/1973,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1973,1973,LCU,1.4972,Fc
KEN,01/01/1974,31/12/1974,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1974,1974,LCU,1.7753,Fc
KEN,01/01/1975,31/12/1975,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1975,1975,LCU,1.8487,Fc
KEN,01/01/1976,31/12/1976,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1976,1976,LCU,2.3909,Fc
KEN,01/01/1977,31/12/1977,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1977,1977,LCU,3.0992,Fc
KEN,01/01/1978,31/12/1978,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1978,1978,LCU,2.79,Fc
KEN,01/01/1979,31/12/1979,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1979,1979,LCU,2.8851,Fc
KEN,01/01/1980,31/12/1980,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1980,1980,LCU,3.0396,Fc
KEN,01/01/1981,31/12/1981,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1981,1981,LCU,3.3104,Fc
KEN,01/01/1982,31/12/1982,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1982,1982,LCU,3.6308,Fc
KEN,01/01/1983,31/12/1983,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1983,1983,LCU,4.167,Fc
KEN,01/01/1984,31/12/1984,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1984,1984,LCU,4.7817,Fc
KEN,01/01/1985,31/12/1985,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1985,1985,LCU,5.0342,Fc
KEN,01/01/1986,31/12/1986,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1986,1986,LCU,5.6191,Fc
KEN,01/01/1987,31/12/1987,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1987,1987,LCU,5.6873,Fc
KEN,01/01/1988,31/12/1988,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1988,1988,LCU,6.2264,Fc
KEN,01/01/1989,31/12/1989,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1989,1989,LCU,6.6603,Fc
KEN,01/01/1990,31/12/1990,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1990,1990,LCU,6.9186,Fc
KEN,01/01/1991,31/12/1991,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1991,1991,LCU,7.3015,Fc
KEN,01/01/1992,31/12/1992,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1992,1992,LCU,8.6944,Fc
KEN,01/01/1993,31/12/1993,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1993,1993,LCU,11.8634,Fc
KEN,01/01/1994,31/12/1994,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1994,1994,LCU,13.8266,Fc
KEN,01/01/1995,31/12/1995,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1995,1995,LCU,17.3204,Fc
KEN,01/01/1996,31/12/1996,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1996,1996,LCU,17.8833,Fc
KEN,01/01/1997,31/12/1997,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1997,1997,LCU,20.8049,Fc
KEN,01/01/1998,31/12/1998,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1998,1998,LCU,21.3014,Fc
KEN,01/01/1999,31/12/1999,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1999,1999,LCU,22.0064,Fc
KEN,01/01/2000,31/12/2000,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2000,2000,LCU,23.7631,Fc
KEN,01/01/2001,31/12/2001,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2001,2001,LCU,21.843,Fc
KEN,01/01/2002,31/12/2002,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2002,2002,LCU,21.3244,Fc
KEN,01/01/2003,31/12/2003,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2003,2003,LCU,22.7138,Fc
KEN,01/01/2004,31/12/2004,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2004,2004,LCU,24.2824,Fc
KEN,01/01/2005,31/12/2005,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2005,2005,LCU,24.5355,Fc
KEN,01/01/2006,31/12/2006,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2006,2006,LCU,26.4437,Fc
KEN,01/01/2007,31/12/2007,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2007,2007,LCU,29.1669,Fc
KEN,01/01/2008,31/12/2008,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2008,2008,LCU,38.2001,Fc
KEN,01/01/2009,31/12/2009,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2009,2009,LCU,47.4568,Fc
KEN,01/01/2010,31/12/2010,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2010,2010,LCU,50.7208,Fc
KEN,01/01/2011,31/12/2011,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2011,2011,LCU,61.7199,Fc
KEN,01/01/2012,31/12/2012,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2012,2012,LCU,68.1367,Fc
KEN,01/01/2013,31/12/2013,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2013,2013,LCU,72.7079,Fc
KEN,01/01/2014,31/12/2014,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2014,2014,LCU,82.3421,Fc
KEN,01/01/2015,31/12/2015,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100,Fc
KEN,01/01/2016,31/12/2016,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2016,2016,LCU,111.9546,Fc
KEN,01/01/2017,31/12/2017,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2017,2017,LCU,132.1323,Fc
KEN,01/01/2018,31/12/2018,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2018,2018,LCU,133.7909,Fc
KEN,01/01/2019,31/12/2019,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2019,2019,LCU,149.1419,Fc
KEN,01/01/2020,31/12/2020,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2020,2020,LCU,162.4829,Fc
KEN,01/01/1970,31/12/1970,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,US$,16.6259,Fc
KEN,01/01/1971,31/12/1971,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,US$,17.007,Fc
KEN,01/01/1972,31/12/1972,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,US$,18.58,Fc
KEN,01/01/1973,31/12/1973,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,US$,20.9384,Fc
KEN,01/01/1974,31/12/1974,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,US$,24.4288,Fc
KEN,01/01/1975,31/12/1975,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,US$,24.7168,Fc
KEN,01/01/1976,31/12/1976,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,US$,28.0541,Fc
KEN,01/01/1977,31/12/1977,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,US$,36.7637,Fc
KEN,01/01/1978,31/12/1978,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,US$,35.4381,Fc
KEN,01/01/1979,31/12/1979,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,US$,37.8925,Fc
KEN,01/01/1980,31/12/1980,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,US$,40.2181,Fc
KEN,01/01/1981,31/12/1981,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,US$,35.9228,Fc
KEN,01/01/1982,31/12/1982,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,US$,32.6363,Fc
KEN,01/01/1983,31/12/1983,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,US$,30.7334,Fc
KEN,01/01/1984,31/12/1984,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,US$,32.5703,Fc
KEN,01/01/1985,31/12/1985,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,US$,30.0784,Fc
KEN,01/01/1986,31/12/1986,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,US$,33.9997,Fc
KEN,01/01/1987,31/12/1987,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,US$,33.934,Fc
KEN,01/01/1988,31/12/1988,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,US$,34.4448,Fc
KEN,01/01/1989,31/12/1989,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1989,1989,US$,31.7853,Fc
KEN,01/01/1990,31/12/1990,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1990,1990,US$,29.6428,Fc
KEN,01/01/1991,31/12/1991,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1991,1991,US$,26.0599,Fc
KEN,01/01/1992,31/12/1992,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1992,1992,US$,26.4955,Fc
KEN,01/01/1993,31/12/1993,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1993,1993,US$,20.0811,Fc
KEN,01/01/1994,31/12/1994,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1994,1994,US$,24.2187,Fc
KEN,01/01/1995,31/12/1995,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1995,1995,US$,33.0642,Fc
KEN,01/01/1996,31/12/1996,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1996,1996,US$,30.7408,Fc
KEN,01/01/1997,31/12/1997,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1997,1997,US$,34.7783,Fc
KEN,01/01/1998,31/12/1998,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1998,1998,US$,34.644,Fc
KEN,01/01/1999,31/12/1999,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1999,1999,US$,30.7219,Fc
KEN,01/01/2000,31/12/2000,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2000,2000,US$,30.627,Fc
KEN,01/01/2001,31/12/2001,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2001,2001,US$,27.2967,Fc
KEN,01/01/2002,31/12/2002,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2002,2002,US$,26.5857,Fc
KEN,01/01/2003,31/12/2003,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2003,2003,US$,29.3671,Fc
KEN,01/01/2004,31/12/2004,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2004,2004,US$,30.1111,Fc
KEN,01/01/2005,31/12/2005,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2005,2005,US$,31.8825,Fc
KEN,01/01/2006,31/12/2006,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2006,2006,US$,36.0079,Fc
KEN,01/01/2007,31/12/2007,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2007,2007,US$,42.5381,Fc
KEN,01/01/2008,31/12/2008,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2008,2008,US$,54.2163,Fc
KEN,01/01/2009,31/12/2009,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2009,2009,US$,60.2342,Fc
KEN,01/01/2010,31/12/2010,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2010,2010,US$,62.8486,Fc
KEN,01/01/2011,31/12/2011,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2011,2011,US$,68.23,Fc
KEN,01/01/2012,31/12/2012,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2012,2012,US$,79.1386,Fc
KEN,01/01/2013,31/12/2013,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2013,2013,US$,82.8856,Fc
KEN,01/01/2014,31/12/2014,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2014,2014,US$,91.9475,Fc
KEN,01/01/2015,31/12/2015,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2015,2015,US$,100,Fc
KEN,01/01/2016,31/12/2016,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2016,2016,US$,108.2863,Fc
KEN,01/01/2017,31/12/2017,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2017,2017,US$,125.4465,Fc
KEN,01/01/2018,31/12/2018,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2018,2018,US$,129.6662,Fc
KEN,01/01/2019,31/12/2019,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2019,2019,US$,143.5664,Fc
KEN,01/01/2020,31/12/2020,114,Kenya,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2020,2020,US$,149.8563,Fc
KEN,01/01/1970,31/12/1970,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1970,1970,LCU,3.5836,Fc
KEN,01/01/1971,31/12/1971,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1971,1971,LCU,3.6679,Fc
KEN,01/01/1972,31/12/1972,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1972,1972,LCU,3.9449,Fc
KEN,01/01/1973,31/12/1973,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1973,1973,LCU,4.2419,Fc
KEN,01/01/1974,31/12/1974,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1974,1974,LCU,4.9705,Fc
KEN,01/01/1975,31/12/1975,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1975,1975,LCU,5.3046,Fc
KEN,01/01/1976,31/12/1976,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1976,1976,LCU,5.0796,Fc
KEN,01/01/1977,31/12/1977,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1977,1977,LCU,5.4753,Fc
KEN,01/01/1978,31/12/1978,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1978,1978,LCU,5.9119,Fc
KEN,01/01/1979,31/12/1979,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1979,1979,LCU,6.284,Fc
KEN,01/01/1980,31/12/1980,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1980,1980,LCU,7.056,Fc
KEN,01/01/1981,31/12/1981,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1981,1981,LCU,7.5652,Fc
KEN,01/01/1982,31/12/1982,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1982,1982,LCU,8.3955,Fc
KEN,01/01/1983,31/12/1983,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1983,1983,LCU,8.8055,Fc
KEN,01/01/1984,31/12/1984,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1984,1984,LCU,9.5328,Fc
KEN,01/01/1985,31/12/1985,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1985,1985,LCU,10.2567,Fc
KEN,01/01/1986,31/12/1986,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1986,1986,LCU,11.3685,Fc
KEN,01/01/1987,31/12/1987,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1987,1987,LCU,11.5482,Fc
KEN,01/01/1988,31/12/1988,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1988,1988,LCU,12.5682,Fc
KEN,01/01/1989,31/12/1989,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1989,1989,LCU,13.4927,Fc
KEN,01/01/1990,31/12/1990,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1990,1990,LCU,14.797,Fc
KEN,01/01/1991,31/12/1991,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1991,1991,LCU,16.8342,Fc
KEN,01/01/1992,31/12/1992,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1992,1992,LCU,17.5464,Fc
KEN,01/01/1993,31/12/1993,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1993,1993,LCU,19.9025,Fc
KEN,01/01/1994,31/12/1994,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1994,1994,LCU,24.8429,Fc
KEN,01/01/1995,31/12/1995,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1995,1995,LCU,25.7691,Fc
KEN,01/01/1996,31/12/1996,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1996,1996,LCU,30.4687,Fc
KEN,01/01/1997,31/12/1997,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1997,1997,LCU,33.2754,Fc
KEN,01/01/1998,31/12/1998,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1998,1998,LCU,35.4796,Fc
KEN,01/01/1999,31/12/1999,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1999,1999,LCU,35.8585,Fc
KEN,01/01/2000,31/12/2000,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2000,2000,LCU,38.7194,Fc
KEN,01/01/2001,31/12/2001,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2001,2001,LCU,38.6217,Fc
KEN,01/01/2002,31/12/2002,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2002,2002,LCU,39.3382,Fc
KEN,01/01/2003,31/12/2003,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2003,2003,LCU,40.1048,Fc
KEN,01/01/2004,31/12/2004,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2004,2004,LCU,44.526,Fc
KEN,01/01/2005,31/12/2005,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2005,2005,LCU,49.7924,Fc
KEN,01/01/2006,31/12/2006,114,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2006,2006,LCU,52.3875,Fc
