"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Adequacy.of.benefits.in.1st.quintile..poorest........All.Social.Assistance..urban",7.17305541,7.17305541,6.49621582,7.849895,0.957195727729045,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......All.Social.Assistance..preT.",4.5337904695,4.5337904695,2.762919188,6.304661751,2.50439018351432,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......All.Social.Assistance..rural",6.644423723,6.644423723,5.985379219,7.303468227,0.932029675764249,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......All.Social.Assistance",5.8700313565,5.8700313565,5.241091728,6.498970985,0.889454952538596,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......All.Social.Assistance..urban",5.228936672,5.228936672,4.120891094,6.33698225,1.56701308413514,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......All.Social.Assistance..preT.",4.170138359,4.170138359,3.786067009,4.554209709,0.543158912088944,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......All.Social.Assistance..rural",4.933797002,4.933797002,3.051608801,6.815985203,2.66181608079282,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......All.Social.Assistance",6.6462624075,6.6462624075,6.128479481,7.164045334,0.732255637021531,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......All.Social.Assistance..urban",7.7960164545,7.7960164545,4.517440319,11.07459259,4.63660683609687,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......All.Social.Assistance..preT.",5.483476162,5.483476162,4.326060772,6.640891552,1.63683254183735,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......All.Social.Assistance..rural",6.4289081095,6.4289081095,4.521905422,8.335910797,2.69690906414444,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......All.Social.Assistance",4.3707244395,4.3707244395,3.636355877,5.105093002,1.03855398086793,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......All.Social.Assistance..urban",4.019096136,4.019096136,2.493537426,5.544654846,2.1574658178784,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........All.Social.Assistance..preT.",7.3687009835,7.3687009835,4.301117897,10.43628407,4.33821760463462,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........All.Social.Assistance..rural",6.424989462,6.424989462,5.420284748,7.429694176,1.42086703271898,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........All.Social.Assistance",9.3087489615,9.3087489615,4.743287563,13.87421036,6.45653742824954,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........All.Social.Assistance..urban",12.7532114985,12.7532114985,7.069268227,18.43715477,8.0383096623146,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....All.Social.Assistance...preT.",0.076296579,0.076296579,0.044703938,0.10788922,0.0446787413733843,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....All.Social.Assistance",0.0412720085,0.0412720085,0.031861454,0.050682563,0.0133085338033512,60,0.032258064516129,0
"Average.per.capita.transfer...All.Social.Assistance..preT.",0.0936493685,0.0936493685,0.040737025,0.146561712,0.0748293537946439,60,0.032258064516129,0
"Average.per.capita.transfer...All.Social.Assistance..rural",0.0657713245,0.0657713245,0.038446758,0.093095891,0.0386427725302655,60,0.032258064516129,0
"Average.per.capita.transfer...All.Social.Assistance",0.0936493685,0.0936493685,0.040737025,0.146561712,0.0748293537946439,60,0.032258064516129,0
"Average.per.capita.transfer...All.Social.Assistance..urban",0.342781417,0.342781417,0.045498952,0.640063882,0.420420893858705,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....All.Social.Assistance..preT.",0.0886644085,0.0886644085,0.048503108,0.128825709,0.0567966558496414,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....All.Social.Assistance..rural",0.029735809,0.029735809,0.029703762,0.029767856,4.53213020333686e-05,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....All.Social.Assistance",0.03245377,0.03245377,0.031311721,0.033595819,0.00161510118469463,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....All.Social.Assistance..urban",0.0515813585,0.0515813585,0.038463082,0.064699635,0.0185520445412603,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.2nd.quintile...All.Social.Assistance..preT.",0.037182512,0.037182512,0.035729755,0.038635269,0.00205450865223245,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.2nd.quintile...All.Social.Assistance..rural",0.055020718,0.055020718,0.033187997,0.076853439,0.0308761301417079,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.2nd.quintile...All.Social.Assistance",0.0543928465,0.0543928465,0.035311971,0.073473722,0.0269844329140525,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.2nd.quintile...All.Social.Assistance..urban",0.0633381905,0.0633381905,0.037364632,0.089311749,0.036732158693791,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.3rd.quintile...All.Social.Assistance..preT.",0.048152797,0.048152797,0.025905959,0.070399635,0.0314617800195171,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.3rd.quintile...All.Social.Assistance..rural",0.044634569,0.044634569,0.038813192,0.050455946,0.0082326703050868,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.3rd.quintile...All.Social.Assistance",0.084275406,0.084275406,0.036636852,0.13191396,0.0673710891586431,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.3rd.quintile...All.Social.Assistance..urban",0.1980879025,0.1980879025,0.038673434,0.357502371,0.225446103391199,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.4th.quintile...All.Social.Assistance..preT.",0.109269181,0.109269181,0.037610132,0.18092823,0.101341198962558,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.4th.quintile...All.Social.Assistance..rural",0.097576887,0.097576887,0.03076251,0.164391264,0.094489798114909,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.4th.quintile...All.Social.Assistance",0.068988679,0.068988679,0.044174094,0.093803264,0.03509312265166,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.4th.quintile...All.Social.Assistance..urban",0.1496718015,0.1496718015,0.027542876,0.271800727,0.172716382800153,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....All.Social.Assistance..preT.",0.307963129,0.307963129,0.057057671,0.558868587,0.354833901577033,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....All.Social.Assistance..rural",0.165239997,0.165239997,0.069674477,0.260805517,0.135150054479237,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....All.Social.Assistance",0.425089832,0.425089832,0.066340379,0.783839285,0.507348341926529,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....All.Social.Assistance..urban",1.4717666025,1.4717666025,0.111946844,2.831586361,1.92307554485361,60,0.032258064516129,0
"Benefits.incidence.in.extreme.poor....1.9.a.day........All.Social.Assistance...preT.",40.335071565,40.335071565,34.88869095,45.78145218,7.70234533157892,60,0.032258064516129,0
"Benefits.incidence.in.extreme.poor....1.9.a.day........All.Social.Assistance",23.748812675,23.748812675,15.73205185,31.7655735,11.3374118850163,60,0.032258064516129,0
"Benefits.incidence.in.1st.quintile..poorest........All.Social.Assistance..preT.",31.77602768,31.77602768,31.40467453,32.14738083,0.525172661159972,60,0.032258064516129,0
"Benefits.incidence.in.1st.quintile..poorest........All.Social.Assistance..rural",15.328559875,15.328559875,9.92710495,20.7300148,7.63881081148195,60,0.032258064516129,0
"Benefits.incidence.in.1st.quintile..poorest........All.Social.Assistance..urban",12.1938473,12.1938473,2.92845273,21.45924187,13.103246661632,60,0.032258064516129,0
"Benefits.incidence.in.2nd.quintile.......All.Social.Assistance..preT.",12.074141262,12.074141262,5.844655514,18.30362701,8.8098232314315,60,0.032258064516129,0
"Benefits.incidence.in.2nd.quintile.......All.Social.Assistance..rural",18.43092537,18.43092537,17.45798111,19.40386963,1.37595096792506,60,0.032258064516129,0
"Benefits.incidence.in.2nd.quintile.......All.Social.Assistance",14.93842554,14.93842554,11.55409336,18.32275772,4.7861684685317,60,0.032258064516129,0
"Benefits.incidence.in.2nd.quintile.......All.Social.Assistance..urban",9.5041719675,9.5041719675,2.259919405,16.74842453,10.2449202231435,60,0.032258064516129,0
"Benefits.incidence.in.3rd.quintile.......All.Social.Assistance..preT.",10.630217553,10.630217553,8.980607986,12.27982712,2.33290022227181,60,0.032258064516129,0
"Benefits.incidence.in.3rd.quintile.......All.Social.Assistance..rural",14.5026478785,14.5026478785,9.777241707,19.22805405,6.68273349545682,60,0.032258064516129,0
"Benefits.incidence.in.3rd.quintile.......All.Social.Assistance",17.090800285,17.090800285,16.606287,17.57531357,0.685205258796941,60,0.032258064516129,0
"Benefits.incidence.in.3rd.quintile.......All.Social.Assistance..urban",14.763645175,14.763645175,10.75981331,18.76747704,5.66227332494456,60,0.032258064516129,0
"Benefits.incidence.in.4th.quintile.......All.Social.Assistance..preT.",16.90479374,16.90479374,16.82765198,16.9819355,0.10909492321733,60,0.032258064516129,0
"Benefits.incidence.in.4th.quintile.......All.Social.Assistance..rural",21.000284195,21.000284195,14.89923859,27.1013298,8.62818143924776,60,0.032258064516129,0
"Benefits.incidence.in.4th.quintile.......All.Social.Assistance",14.4698414815,14.4698414815,8.863390923,20.07629204,7.92871841660491,60,0.032258064516129,0
"Benefits.incidence.in.4th.quintile.......All.Social.Assistance..urban",9.774569271,9.774569271,7.783380032,11.76575851,2.81596682704516,60,0.032258064516129,0
"Benefits.incidence.in.5th.quintile..richest........All.Social.Assistance..preT.",28.614818575,28.614818575,20.44150925,36.7881279,11.5588048968855,60,0.032258064516129,0
"Benefits.incidence.in.5th.quintile..richest........All.Social.Assistance..rural",30.73758316,30.73758316,27.68471146,33.79045486,4.31741256232501,60,0.032258064516129,0
"Benefits.incidence.in.5th.quintile..richest........All.Social.Assistance",39.540353775,39.540353775,23.97858429,55.10212326,22.0076654602108,60,0.032258064516129,0
"Benefits.incidence.in.5th.quintile..richest........All.Social.Assistance..urban",53.76376629,53.76376629,31.25909996,76.26843262,31.8264043405671,60,0.032258064516129,0
"Beneficiary.incidence.in.extreme.poor....1.9.a.day........All.Social.Assistance...preT.",44.556669235,44.556669235,41.71892548,47.39441299,4.01317570486055,60,0.032258064516129,0
"Beneficiary.incidence.in.extreme.poor....1.9.a.day........All.Social.Assistance",43.053863525,43.053863525,40.6144371,45.49328995,3.44986993464631,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........All.Social.Assistance..preT.",31.364196775,31.364196775,27.00009918,35.72829437,6.17176600636881,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........All.Social.Assistance..rural",28.93883705,28.93883705,26.8316803,31.0459938,2.97996965389602,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........All.Social.Assistance",30.216145515,30.216145515,26.08152199,34.35076904,5.84724066436186,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........All.Social.Assistance..urban",27.17771339,27.17771339,25.38467979,28.97074699,2.53573243491065,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......All.Social.Assistance..preT.",21.52013588,21.52013588,20.86874962,22.17152214,0.921199283235488,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......All.Social.Assistance..rural",21.86450386,21.86450386,20.22426224,23.50474548,2.31965194457282,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......All.Social.Assistance",22.092625615,22.092625615,21.13772392,23.04752731,1.35043492780206,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......All.Social.Assistance..urban",18.295285225,18.295285225,16.19599724,20.39457321,2.96884153971389,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......All.Social.Assistance..preT.",19.003146175,19.003146175,18.69630814,19.30998421,0.433934510548911,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......All.Social.Assistance..rural",18.54321861,18.54321861,18.03991508,19.04652214,0.711778678116254,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......All.Social.Assistance",18.996245385,18.996245385,18.45025444,19.54223633,0.772147799351905,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......All.Social.Assistance..urban",20.671944615,20.671944615,19.2641201,22.07976913,1.99096452255432,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......All.Social.Assistance..preT.",15.99149513,15.99149513,13.75629234,18.22669792,3.16105410027218,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......All.Social.Assistance..rural",16.98431301,16.98431301,15.34766769,18.62095833,2.31456600833845,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......All.Social.Assistance",16.181351185,16.181351185,13.84849262,18.51420975,3.29916022172124,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......All.Social.Assistance..urban",18.88266277,18.88266277,18.32909393,19.43623161,0.782864561235143,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........All.Social.Assistance..preT.",12.121025084,12.121025084,9.647583008,14.59446716,3.49797532962346,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........All.Social.Assistance..rural",13.66912699,13.66912699,12.06167889,15.27657509,2.27327490383086,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........All.Social.Assistance",12.513632295,12.513632295,10.30295658,14.72430801,3.12636757816184,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........All.Social.Assistance..urban",14.972394945,14.972394945,12.70474625,17.24004364,3.20693953916665,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance..extreme.poor....1.9.a.day...preT.",0.2679714705,0.2679714705,0.157507896,0.378435045,0.156219085206111,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance..extreme.poor....1.9.a.day.",0.2679714705,0.2679714705,0.157507896,0.378435045,0.156219085206111,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance..1st.quintile..poorest...preT.",0.1803740825,0.1803740825,0.117515825,0.24323234,0.0888950002636403,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance..1st.quintile..poorest...rural",0.263207771,0.263207771,0.200593367,0.325822175,0.0885501393367082,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance..1st.quintile..poorest.",0.1803740825,0.1803740825,0.117515825,0.24323234,0.0888950002636403,60,0.032258064516129,0
"Benefit.cost.ratio....All.Social.Assistance...1st.quintile..poorest...urban",0.052055293,0.052055293,0.005982774,0.098127812,0.0651563812224921,60,0.032258064516129,0
"Coverage.in.extreme.poor....1.9.a.day........All.Social.Assistance...preT.",32.14960766,32.14960766,31.75432396,32.54489136,0.559015569525018,60,0.032258064516129,0
"Coverage.in.extreme.poor....1.9.a.day........All.Social.Assistance",31.510076525,31.510076525,31.01289368,32.00725937,0.703122722378239,60,0.032258064516129,0
"Coverage.......All.Social.Assistance..preT.",23.232393265,23.232393265,20.02354431,26.44124222,4.53799771176773,60,0.032258064516129,0
"Coverage.......All.Social.Assistance..rural",25.186231615,25.186231615,22.56060219,27.81186104,3.71320074260087,60,0.032258064516129,0
"Coverage.......All.Social.Assistance..urban",16.9044313455,16.9044313455,9.825153351,23.98370934,10.0116109516313,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........All.Social.Assistance..preT.",35.73873329,35.73873329,35.69844055,35.77902603,0.0569825393731703,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........All.Social.Assistance..rural",36.172000885,36.172000885,35.02912521,37.31487656,1.61627027969131,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........All.Social.Assistance..urban",22.35524511,22.35524511,14.24959087,30.46089935,11.463126158115,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......All.Social.Assistance..preT.",24.8973074,24.8973074,22.19340134,27.60121346,3.8239006214348,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......All.Social.Assistance..rural",27.320986745,27.320986745,26.51493263,28.12704086,1.13993266143964,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......All.Social.Assistance..urban",16.2206323135,16.2206323135,7.962625027,24.4786396,11.6785859027441,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......All.Social.Assistance..preT.",22.12263298,22.12263298,18.71744537,25.52782059,4.81566250048683,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......All.Social.Assistance..rural",23.42062664,23.42062664,20.35838699,26.48286629,4.33066084426664,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......All.Social.Assistance..urban",17.9659290315,17.9659290315,9.447763443,26.48409462,12.0465053017965,60,0.032258064516129,0
"Coverage.in.4th.quintile.......All.Social.Assistance..preT.",18.93426943,18.93426943,13.77247143,24.09606743,7.29988473783032,60,0.032258064516129,0
"Coverage.in.4th.quintile.......All.Social.Assistance..rural",21.609298705,21.609298705,17.30732918,25.91126823,6.08390364717074,60,0.032258064516129,0
"Coverage.in.4th.quintile.......All.Social.Assistance..urban",16.136852265,16.136852265,9.00318718,23.27051735,10.0885259126344,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........All.Social.Assistance..preT.",14.4728898985,14.4728898985,9.658899307,19.28688049,6.80801078363578,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........All.Social.Assistance..rural",17.414170265,17.414170265,13.60053635,21.22780418,5.393292804519,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........All.Social.Assistance..urban",11.850032331,11.850032331,8.467590332,15.23247433,4.78349534892616,60,0.032258064516129,0
"Gini.inequality.index.reduction........All.Social.Assistance..rural",0.3965076205,0.3965076205,0.327991992,0.465023249,0.0968957310592166,60,0.032258064516129,0
"Gini.inequality.index.reduction........All.Social.Assistance",0.186192006,0.186192006,0.07058087,0.301803142,0.16349883649256,60,0.032258064516129,0
"Gini.inequality.index.reduction........All.Social.Assistance..urban",-0.00374703849999999,-0.00374703849999999,-0.183439508,0.175945431,0.254123527423214,60,0.032258064516129,0
"Poverty.Headcount.reduction........All.Social.Assistance..extreme.poor....1.9.a.day.",0.9607480765,0.9607480765,0.862909198,1.058586955,0.138365068902073,60,0.032258064516129,0
"Poverty.Headcount.reduction........All.Social.Assistance..1st.quintile..poorest...rural",1.435333371,1.435333371,1.213083863,1.657582879,0.314308268444348,60,0.032258064516129,0
"Poverty.Headcount.reduction........All.Social.Assistance..1st.quintile..poorest.",1.5455383655,1.5455383655,1.440516114,1.650560617,0.148523892422258,60,0.032258064516129,0
"Poverty.Headcount.reduction........All.Social.Assistance...1st.quintile..poorest...urban",2.402846694,2.402846694,1.401772738,3.40392065,1.41573236551369,60,0.032258064516129,0
"Poverty.Gap.reduction........All.Social.Assistance..extreme.poor....1.9.a.day.",2.2296310665,2.2296310665,2.048636198,2.410625935,0.255965397752635,60,0.032258064516129,0
"Poverty.Gap.reduction........All.Social.Assistance..1st.quintile..poorest...rural",3.206494093,3.206494093,2.959179878,3.453808308,0.349755117020656,60,0.032258064516129,0
"Poverty.Gap.reduction........All.Social.Assistance..1st.quintile..poorest.",3.291791201,3.291791201,3.142965317,3.440617085,0.210471583584965,60,0.032258064516129,0
"Poverty.Gap.reduction........All.Social.Assistance...1st.quintile..poorest...urban",3.932287693,3.932287693,2.935885429,4.928689957,1.40912559532806,60,0.032258064516129,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........Cash.Transfer...preT.",12.49944878,12.49944878,12.49944878,12.49944878,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........Cash.Transfer",11.37272739,11.37272739,11.37272739,11.37272739,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.......Cash.Transfer..preT.",7.735761642,7.735761642,7.735761642,7.735761642,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.......Cash.Transfer..rural",9.404302597,9.404302597,9.404302597,9.404302597,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.......Cash.Transfer",7.735761642,7.735761642,7.735761642,7.735761642,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.......Cash.Transfer..urban",4.60656786,4.60656786,4.60656786,4.60656786,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Cash.Transfer..preT.",16.33382988,16.33382988,16.33382988,16.33382988,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Cash.Transfer..rural",16.4640522,16.4640522,16.4640522,16.4640522,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Cash.Transfer",14.31476879,14.31476879,14.31476879,14.31476879,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Cash.Transfer..urban",8.933207512,8.933207512,8.933207512,8.933207512,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.2nd.quintile.......Cash.Transfer..preT.",6.860429764,6.860429764,6.860429764,6.860429764,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.2nd.quintile.......Cash.Transfer..rural",10.04082775,10.04082775,10.04082775,10.04082775,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.2nd.quintile.......Cash.Transfer",8.718717575,8.718717575,8.718717575,8.718717575,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.2nd.quintile.......Cash.Transfer..urban",3.757366419,3.757366419,3.757366419,3.757366419,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.3rd.quintile.......Cash.Transfer..preT.",4.909873009,4.909873009,4.909873009,4.909873009,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.3rd.quintile.......Cash.Transfer..rural",9.226261139,9.226261139,9.226261139,9.226261139,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.3rd.quintile.......Cash.Transfer",6.323451042,6.323451042,6.323451042,6.323451042,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.3rd.quintile.......Cash.Transfer..urban",4.099182129,4.099182129,4.099182129,4.099182129,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.4th.quintile.......Cash.Transfer..preT.",4.120961189,4.120961189,4.120961189,4.120961189,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.4th.quintile.......Cash.Transfer..rural",6.136725903,6.136725903,6.136725903,6.136725903,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.4th.quintile.......Cash.Transfer",4.633146286,4.633146286,4.633146286,4.633146286,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.4th.quintile.......Cash.Transfer..urban",1.728839636,1.728839636,1.728839636,1.728839636,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.5th.quintile..richest........Cash.Transfer..preT.",2.176179647,2.176179647,2.176179647,2.176179647,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.5th.quintile..richest........Cash.Transfer..rural",5.773015976,5.773015976,5.773015976,5.773015976,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.5th.quintile..richest........Cash.Transfer",3.905471563,3.905471563,3.905471563,3.905471563,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.5th.quintile..richest........Cash.Transfer..urban",1.048078179,1.048078179,1.048078179,1.048078179,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....Cash.Transfer...preT.",0.160853684,0.160853684,0.160853684,0.160853684,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....Cash.Transfer",0.137659103,0.137659103,0.137659103,0.137659103,NA,61,0.0161290322580645,0
"Average.per.capita.transfer...Cash.Transfer..preT.",0.155219406,0.155219406,0.155219406,0.155219406,NA,61,0.0161290322580645,0
"Average.per.capita.transfer...Cash.Transfer..rural",0.164653689,0.164653689,0.164653689,0.164653689,NA,61,0.0161290322580645,0
"Average.per.capita.transfer...Cash.Transfer",0.155219406,0.155219406,0.155219406,0.155219406,NA,61,0.0161290322580645,0
"Average.per.capita.transfer...Cash.Transfer..urban",0.127294511,0.127294511,0.127294511,0.127294511,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....Cash.Transfer..preT.",0.173997194,0.173997194,0.173997194,0.173997194,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....Cash.Transfer..rural",0.137708113,0.137708113,0.137708113,0.137708113,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....Cash.Transfer",0.135648623,0.135648623,0.135648623,0.135648623,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.1st.quintile..poorest....Cash.Transfer..urban",0.129847705,0.129847705,0.129847705,0.129847705,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.2nd.quintile...Cash.Transfer..preT.",0.126180425,0.126180425,0.126180425,0.126180425,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.2nd.quintile...Cash.Transfer..rural",0.153474852,0.153474852,0.153474852,0.153474852,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.2nd.quintile...Cash.Transfer",0.153098091,0.153098091,0.153098091,0.153098091,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.2nd.quintile...Cash.Transfer..urban",0.109709769,0.109709769,0.109709769,0.109709769,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.3rd.quintile...Cash.Transfer..preT.",0.136733875,0.136733875,0.136733875,0.136733875,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.3rd.quintile...Cash.Transfer..rural",0.182446435,0.182446435,0.182446435,0.182446435,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.3rd.quintile...Cash.Transfer",0.166218117,0.166218117,0.166218117,0.166218117,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.3rd.quintile...Cash.Transfer..urban",0.177908957,0.177908957,0.177908957,0.177908957,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.4th.quintile...Cash.Transfer..preT.",0.165543467,0.165543467,0.165543467,0.165543467,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.4th.quintile...Cash.Transfer..rural",0.175930262,0.175930262,0.175930262,0.175930262,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.4th.quintile...Cash.Transfer",0.180387288,0.180387288,0.180387288,0.180387288,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.4th.quintile...Cash.Transfer..urban",0.108225711,0.108225711,0.108225711,0.108225711,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....Cash.Transfer..preT.",0.144818619,0.144818619,0.144818619,0.144818619,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....Cash.Transfer..rural",0.249687925,0.249687925,0.249687925,0.249687925,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....Cash.Transfer",0.255550951,0.255550951,0.255550951,0.255550951,NA,61,0.0161290322580645,0
"Average.per.capita.transfer.held.by.5th.quintile..richest....Cash.Transfer..urban",0.110818185,0.110818185,0.110818185,0.110818185,NA,61,0.0161290322580645,0
"Benefits.incidence.in.extreme.poor....1.9.a.day........Cash.Transfer...preT.",70.06182861,70.06182861,70.06182861,70.06182861,NA,61,0.0161290322580645,0
"Benefits.incidence.in.extreme.poor....1.9.a.day........Cash.Transfer",54.80957031,54.80957031,54.80957031,54.80957031,NA,61,0.0161290322580645,0
"Benefits.incidence.in.1st.quintile..poorest........Cash.Transfer..preT.",52.85248184,52.85248184,52.85248184,52.85248184,NA,61,0.0161290322580645,0
